number,code,Type
355,"def grasshopper_dp_parent(costs):
    n = len(costs)
    dp = [0] * n
    parent = [None] * n
    dp[0] = costs[0]
    if n > 1:
        dp[1] = costs[1]
        parent[1] = 0
    for i in range(2, n):
        if dp[i-1] + costs[i] < dp[i-2] + costs[i]:
            dp[i] = dp[i-1] + costs[i]
            parent[i] = i - 1
        else:
            dp[i] = dp[i-2] + costs[i]
            parent[i] = i - 2
    path = []
    curr = n - 1
    while curr is not None:
        path.insert(0, curr + 1)
        curr = parent[curr]
    return dp[n-1], path",Grasshopper
356,"def grasshopper_dp_generator(a):
    def solve(idx, current_path):
        if idx >= len(a):
            yield 0, current_path
        else:
            for jump in [1, 2]:
                next_idx = idx + jump
                yield (a[idx] + (next_cost for next_cost, _ in solve(next_idx, current_path + [next_idx+1]))[0] if next_idx < len(a) else 0), current_path + [next_idx+1]

    min_cost = float('inf')
    best_path = []
    for cost, path in solve(0, [1]):
        if cost < min_cost:
            min_cost, best_path = cost, path

    return min_cost, best_path",Grasshopper
357,"from functools import reduce
def grasshopper_dp_reduce(route_costs):
    n = len(route_costs)
    if n < 3: return sum(route_costs), list(range(1, n + 1))
    dp = reduce(lambda acc, i: acc + [min(acc[i-1] + route_costs[i], acc[i-2] + route_costs[i])], range(2, n), [route_costs[0], route_costs[1]])
    path = []
    i = n - 1
    while i >= 0:
        path.insert(0, i + 1)
        if i > 1 and dp[i-1] < dp[i-2]:
            i -= 1
        else:
            i -= 2
    return dp[-1], path",Grasshopper
358,"import numpy as np
def grasshopper_np(arr):
    n = len(arr)
    if n < 3: return np.sum(arr), list(range(1, n+1))
    dp = np.zeros(n)
    dp[0] = arr[0]
    if n > 1:
        dp[1] = arr[1]
    for i in range(2, n):
        dp[i] = min(dp[i-1] + arr[i], dp[i-2] + arr[i])
    path = []
    i = n-1
    while i >= 0:
        path.insert(0, i + 1)
        if i > 1 and dp[i-1] < dp[i-2]:
            i -= 1
        else:
            i -= 2
    return dp[n-1], path",Grasshopper
359,"def grasshopper_early_exit(path):
  n = len(path)
  if n < 3: return sum(path), list(range(1, n + 1))
  cost = [0] * n
  cost[0] = path[0]
  cost[1] = path[1]
  for i in range(2, n):
    cost[i] = min(cost[i-1], cost[i-2]) + path[i]
    if cost[i] > 100000:
        return float('inf'), []
  
  trace = [n]
  i = n-1
  while i > 0:
    if i >= 2 and cost[i-2] < cost[i-1]:
      i -= 2
    else:
      i -= 1
    trace.append(i)
  trace.reverse()
  return cost[n-1], trace",Grasshopper
360,"import concurrent.futures
def grasshopper_parallel(route):
    n = len(route)
    if n < 3: return sum(route), list(range(1, n + 1))
    with concurrent.futures.ThreadPoolExecutor(max_workers=2) as executor:
        future1 = executor.submit(lambda: solve(route, n, 1))
        future2 = executor.submit(lambda: solve(route, n, 2))
        cost1, path1 = future1.result()
        cost2, path2 = future2.result()
    if cost1 < cost2:
        return cost1, path1
    else:
        return cost2, path2

def solve(route, n, jump):
    if jump >= n:
        return 0, []
    if jump == n -1:
        return route[jump], [jump+1]

    cost1, path1 = solve(route, n, jump+1)
    cost2, path2 = solve(route, n, jump+2)

    if cost1 + route[jump] < cost2 + route[jump]:
        return cost1 + route[jump], [jump+1] + path1
    else:
        return cost2 + route[jump], [jump+2] + path2",Grasshopper
361,"def solve_grasshopper_recursive(arr):
    n = len(arr)
    memo = {}
    def recurse(idx):
        if idx >= n:
            return 0, []
        if idx in memo:
            return memo[idx]
        cost1, path1 = recurse(idx + 1)
        cost2, path2 = recurse(idx + 2)
        if cost1 + arr[idx] < cost2 + arr[idx]:
            memo[idx] = cost1 + arr[idx], [idx + 1] + path1
        else:
            memo[idx] = cost2 + arr[idx], [idx + 2] + path2
        return memo[idx]
    if n < 3:
        return sum(arr) , list(range(1,n+1))
    cost, path = recurse(0)
    return cost, path",Grasshopper
362,"def solve_grasshopper_iterative(route):
    length = len(route)
    dp = [0] * length
    path = [[] for _ in range(length)]
    dp[0] = route[0]
    path[0] = [1]
    dp[1] = route[1]
    path[1] = [2]
    for i in range(2, length):
        if dp[i - 1] + route[i] < dp[i - 2] + route[i]:
            dp[i] = dp[i - 1] + route[i]
            path[i] = [i + 1] + path[i - 1]
        else:
            dp[i] = dp[i - 2] + route[i]
            path[i] = [i + 2] + path[i - 2]
    return dp[length - 1], path[length - 1]",Grasshopper
363,"def solve_grasshopper_rolling(costs):
    n = len(costs)
    if n < 3:
        return sum(costs), list(range(1, n + 1))
    prev2 = costs[0]
    prev1 = costs[1]
    for i in range(2, n):
        curr = min(prev1 + costs[i], prev2 + costs[i])
        prev2 = prev1
        prev1 = curr
    
    path = []
    i = n - 1
    while i >= 0:
        if i == 0:
            path = [1] + path
            break
        if i == 1:
            path = [2] + path
            break
        if prev1 + costs[i] < prev2 + costs[i]:
            path = [i + 1] + path
            prev2 = prev1
            prev1 = prev1 + costs[i]
            i -= 1
        else:
            path = [i + 2] + path
            prev1 = prev2
            prev2 = prev2 + costs[i]
            i -= 2
    return prev1, path",Grasshopper
364,"def solve_grasshopper_inplace(arr):
    n = len(arr)
    if n < 3:
        return sum(arr),list(range(1,n+1))
    for i in range(2, n):
        arr[i] += min(arr[i - 1], arr[i - 2])
    path = []
    i = n - 1
    while i >= 0:
        if i == 0:
            path = [1] + path
            break
        if i == 1:
            path = [2] + path
            break        
        if arr[i-1] < arr[i-2]:
            path = [i+1] + path
            i-=1
        else:
            path = [i+2] + path
            i-=2
    return arr[n - 1], path",Grasshopper
365,"def solve_grasshopper_parent(values):
    n = len(values)
    dp = [0] * n
    parent = [None] * n
    dp[0] = values[0]
    dp[1] = values[1]
    parent[1] = 0
    for i in range(2, n):
        if dp[i - 1] + values[i] < dp[i - 2] + values[i]:
            dp[i] = dp[i - 1] + values[i]
            parent[i] = i - 1
        else:
            dp[i] = dp[i - 2] + values[i]
            parent[i] = i - 2
    path = []
    curr = n - 1
    while curr is not None:
        path.append(curr + 1)
        curr = parent[curr]
    return dp[n - 1], path[::-1]",Grasshopper
366,"def solve_grasshopper_generator(route_data):
    def cost_and_path(start_idx, current_path):
        if start_idx >= len(route_data):
            yield 0, current_path
        else:
            for jump in [1, 2]:
                next_idx = start_idx + jump
                yield route_data[start_idx] + (yield from cost_and_path(next_idx, current_path + [next_idx + 1]))

    min_cost = float('inf')
    best_path = []
    for cost, path in cost_and_path(0, []):
        if cost < min_cost:
            min_cost = cost
            best_path = path

    return min_cost, best_path",Grasshopper
367,"from functools import reduce

def solve_grasshopper_reduce(costs_list):
    n = len(costs_list)
    if n < 3:
        return sum(costs_list),list(range(1,n+1))
    dp = reduce(lambda acc, i: acc + [min(acc[-1] + costs_list[i], acc[-2] + costs_list[i])], range(2, n), [costs_list[0], costs_list[1]])
    path = []
    i = n - 1
    while i >= 0:
        if i == 0:
            path = [1] + path
            break
        if i == 1:
            path = [2] + path
            break       
        if dp[i-1] < dp[i-2]:
            path = [i+1] + path
            i-=1
        else:
            path = [i+2] + path
            i-=2
    return dp[-1], path",Grasshopper
368,"import numpy as np

def solve_grasshopper_numpy(route_arr):
    n = len(route_arr)
    if n < 3:
        return np.sum(route_arr),list(range(1,n+1))
    dp = np.zeros(n)
    dp[0] = route_arr[0]
    dp[1] = route_arr[1]
    for i in range(2, n):
        dp[i] = route_arr[i] + min(dp[i - 1], dp[i - 2])
    path = []
    i = n - 1
    while i >= 0:
        if i == 0:
            path = [1] + path
            break
        if i == 1:
            path = [2] + path
            break
        if dp[i-1] < dp[i-2]:
            path = [i+1] + path
            i-=1
        else:
            path = [i+2] + path
            i-=2
    return dp[n - 1], path",Grasshopper
369,"def solve_grasshopper_earlyexit(costs_arr):
    n = len(costs_arr)
    if n < 3:
        return sum(costs_arr), list(range(1, n+1))
    dp = [0] * n
    dp[0] = costs_arr[0]
    dp[1] = costs_arr[1]
    for i in range(2, n):
        dp[i] = costs_arr[i] + min(dp[i-1], dp[i-2])
        if dp[i] >= 1000000:
            break

    path = []
    i = n - 1
    while i >= 0:
        if i == 0:
            path = [1] + path
            break
        if i == 1:
            path = [2] + path
            break
        if dp[i-1] < dp[i-2]:
            path = [i+1] + path
            i-=1
        else:
            path = [i+2] + path
            i-=2
    return dp[n - 1], path",Grasshopper
370,"def solve_grasshopper_parallel(costs):
    n = len(costs)
    if n < 3:
        return sum(costs), list(range(1,n+1))
    dp = [0] * n
    dp[0] = costs[0]
    dp[1] = costs[1]
    for i in range(2, n):
        dp[i] = costs[i] + min(dp[i - 1], dp[i - 2])
    path = []
    i = n - 1
    while i >= 0:
        if i == 0:
            path = [1] + path
            break
        if i == 1:
            path = [2] + path
            break
        if dp[i-1] < dp[i-2]:
            path = [i+1] + path
            i-=1
        else:
            path = [i+2] + path
            i-=2
    return dp[n - 1], path",Grasshopper
371,"def grasshopper_dp_memo(path):
    n = len(path)
    memo = {}
    trace = {}

    def solve(index):
        if index >= n:
            return 0, []
        if index in memo:
            return memo[index]

        cost1, path1 = solve(index + 1)
        cost2, path2 = solve(index + 2)

        if cost1 + path[index] < cost2 + path[index]:
            memo[index] = cost1 + path[index], [index + 1] + path1
            trace[index] = index + 1
        else:
            memo[index] = cost2 + path[index], [index + 2] + path2
            trace[index] = index + 2

        return memo[index]

    total_cost, path_indices = solve(0)
    return total_cost, path_indices",Grasshopper
372,"def grasshopper_dp_iter(route):
    n = len(route)
    dp = [0] * n
    path = [0] * n

    dp[0] = route[0]
    dp[1] = route[1]
    path[1] = 0

    for i in range(2, n):
        if dp[i - 1] < dp[i - 2]:
            dp[i] = dp[i - 1] + route[i]
            path[i] = i - 1
        else:
            dp[i] = dp[i - 2] + route[i]
            path[i] = i - 2

    current = n - 1
    result_path = [current + 1]
    while current > 0:
        current = path[current]
        result_path.append(current + 1)
    
    return dp[n - 1], result_path[::-1]",Grasshopper
373,"def grasshopper_rolling_array(costs):
    n = len(costs)
    if n < 3: return (sum(costs[:n]), list(range(1, n + 1)))
    dp = [0, 0]
    path = [0,0]
    
    for i in range(2, n):
        if dp[0] + costs[i] < dp[1] + costs[i]:
            dp[1] = dp[0] + costs[i]
            path[1] = i
        else:
            dp[1] = dp[1] + costs[i]
            path[1] = i
        dp[0], dp[1] = dp[1], dp[0] 

    final_path=[n]
    current = n-1
    
    return dp[1], final_path",Grasshopper
374,"def grasshopper_in_place(arr):
    n = len(arr)
    for i in range(2, n):
        arr[i] += min(arr[i - 1], arr[i - 2])
    
    path = [n]
    i = n - 1
    while i > 0:
        if i == 1:
            path.append(0)
            break
        if arr[i - 1] < arr[i - 2]:
            path.append(i - 1)
            i = i - 1
        else:
            path.append(i - 2)
            i = i - 2
    return arr[n - 1], path[::-1]",Grasshopper
375,"def grasshopper_parent(data):
    n = len(data)
    dp = [0] * n
    parent = [None] * n
    dp[1] = data[1]
    for i in range(2, n):
        if dp[i - 1] < dp[i - 2]:
            dp[i] = dp[i - 1] + data[i]
            parent[i] = i - 1
        else:
            dp[i] = dp[i - 2] + data[i]
            parent[i] = i - 2

    path = []
    curr = n - 1
    while curr is not None:
        path.append(curr + 1)
        curr = parent[curr]

    return dp[n - 1], path[::-1]",Grasshopper
376,"def grasshopper_generator(costs_list):
    def solve(idx, current_cost, current_path):
        if idx >= len(costs_list):
            yield current_cost, current_path

        else:
            yield from solve(idx + 1, current_cost + costs_list[idx], current_path + [idx + 1])
            yield from solve(idx + 2, current_cost + costs_list[idx], current_path + [idx + 1, idx + 2])

    results = list(solve(0, 0, []))
    return min(results, key=lambda x: x[0])",Grasshopper
377,"from functools import reduce

def grasshopper_functional(cost_array):
    n = len(cost_array)
    dp = reduce(lambda acc, i: acc + [min(acc[-1] + cost_array[i], (acc[-2] if i > 1 else float('inf')) + cost_array[i])], range(2, n), [0,cost_array[0] if n > 0 else 0, cost_array[1] if n > 1 else 0])
    
    path = []
    i = n-1
    while i > 0:
        path.append(i+1)
        if i == 1:
            i = 0
        elif dp[i] == dp[i-1] + cost_array[i]:
            i = i-1
        else:
            i = i-2
    return dp[-1], path[::-1]",Grasshopper
378,"import numpy as np

def grasshopper_numpy(cost_vec):
    n = len(cost_vec)
    dp = np.zeros(n)
    dp[1] = cost_vec[1]
    for i in range(2, n):
        dp[i] = min(dp[i-1], dp[i-2]) + cost_vec[i]
    
    path = [n]
    i = n - 1
    while i > 0:
        if i == 1:
            path.append(0)
            break
        if dp[i] == dp[i - 1] + cost_vec[i]:
            path.append(i - 1)
            i = i - 1
        else:
            path.append(i - 2)
            i = i - 2
    return dp[n - 1], path[::-1]",Grasshopper
379,"def grasshopper_early_exit(charges):
    n = len(charges)
    if n <= 1:
      return (sum(charges), list(range(1, n + 1)))

    dp = [0] * n
    dp[0] = charges[0]
    dp[1] = charges[1]
    
    for i in range(2, n):
        dp[i] = min(dp[i-1], dp[i-2]) + charges[i]
      
    path = [n]
    i = n-1

    while i > 0:
      path.append(i)
      if i == 1:
        i = 0
      elif dp[i] == dp[i-1] + charges[i]:
        i = i - 1
      else:
        i = i - 2
    return dp[n-1], path[::-1]",Grasshopper
380,"def grasshopper_parallel_jumps(price):
    n = len(price)

    dp = [0] * n
    dp[1] = price[1]
    
    for i in range(2, n):
        dp[i] = min(dp[i-1] + price[i], dp[i-2] + price[i])

    path = [n]
    i = n-1
    
    while i > 0:
        path.append(i)
        if i == 1:
          i = 0
        elif dp[i] == dp[i-1] + price[i]:
            i = i - 1
        else:
            i = i - 2
    
    return dp[n-1], path[::-1]",Grasshopper
